,Zipcode,Number_Of_Reviews,Price
27598,10128,9,115
27599,11221,1,92
27600,11230,0,80
27601,11237,4,105
27602,11231,3,160
27603,10001,0,300
27604,10006,2,115
27605,10009,5,119
27606,10009,4,132
27607,10011,1,210
27608,10012,1,249
27609,10013,0,180
27610,10014,3,269
27611,10028,1,200
27612,10031,0,99
27613,10032,1,150
27614,10035,1,100
27615,10036,1,200
27616,10075,1,120
27617,11375,1,225
27618,11237,1,55
27619,10465,3,79
27620,11221,0,60
27621,11235,0,75
27622,10003,3,86
27623,10003,0,100
27624,10014,0,150
27625,10018,1,115
27626,10031,1,79
27627,10031,3,50
27628,10032,1,76
27629,10032,2,60
27630,11418,0,45
27631,11211,5,150
27632,11222,4,160
27633,11225,0,140
27634,11237,10,155
27635,10001,0,425
27636,10002,10,180
27637,10004,1,139
27638,10005,0,189
27639,10013,3,475
27640,10014,0,200
27641,10014,4,325
27642,10023,3,230
27643,10028,0,160
27644,10029,14,175
27645,10029,9,140
27646,10031,3,120
27647,10065,10,145
27648,10075,0,130
27649,10001,2,75
27650,10002,2,89
27651,10012,12,125
27652,10014,0,178
27653,10018,2,105
27654,10019,1,70
27655,10025,0,200
27656,10029,3,100
27657,10029,9,80
27658,10031,0,80
27659,10031,1,65
27660,10036,0,240
27661,10036,13,125
27662,10036,13,120
27663,11103,4,75
27664,11432,0,90
27665,10301,1,60
27666,11205,7,95
27667,11216,7,115
27668,11216,8,115
27669,11216,11,115
27670,10001,0,225
27671,10003,1,265
27672,10004,2,180
27673,10009,0,200
27674,10010,2,250
27675,10011,2,200
27676,10011,6,135
27677,10012,0,400
27678,10012,0,200
27679,10016,1,210
27680,10022,2,267
27681,10022,1,182
27682,10128,1,130
27683,11104,2,85
27684,11216,1,35
27685,11221,11,79
27686,11230,0,70
27687,11230,9,50
27688,11231,3,99
27689,11231,4,99
27690,11233,0,30
27691,11238,1,100
27692,10001,9,115
27693,10009,1,99
27694,10025,3,50
27695,10033,0,80
27696,10036,1,150
27697,10128,0,120
27698,11104,1,50
27699,11217,0,250
27700,11213,0,150
27701,10002,7,230
27702,10005,0,275
27703,10011,0,200
27704,10013,0,125
27705,10016,1,225
27706,10022,7,299
27707,10027,0,135
27708,10028,0,300
27709,10032,0,125
27710,11205,6,50
27711,11211,0,79
27712,11215,0,300
27713,11221,1,50
27714,11222,0,100
27715,11237,1,60
27716,11237,0,80
27717,11237,2,60
27718,11215,3,135
27719,10013,0,95
27720,10026,1,95
27721,10031,0,65
27722,10032,0,90
27723,10027,0,149
27724,10306,1,45
27725,10306,0,35
27726,11206,5,200
27727,11206,6,116
27728,11211,0,190
27729,11235,1,125
27730,11238,5,130
27731,10002,0,400
27732,10009,1,139
27733,10013,0,370
27734,10014,0,400
27735,10014,1,148
27736,10016,0,199
27737,10022,2,189
27738,10031,4,150
27739,10128,1,179
27740,10128,7,180
27741,10128,0,120
27742,10019,3,199
27743,11101,4,210
27744,11211,2,75
27745,11215,0,125
27746,11221,0,45
27747,10025,0,75
27748,10030,8,80
27749,10030,6,69
27750,10030,14,74
27751,10030,3,74
27752,10034,1,70
27753,10035,0,75
27754,10035,5,55
27755,10036,9,120
27756,10040,1,55
27757,10019,1,85
27758,10035,18,32
27759,11216,10,130
27760,11218,0,120
27761,11249,2,375
27762,10002,7,725
27763,10002,5,350
27764,10002,0,200
27765,10009,0,199
27766,10019,1,300
27767,10025,0,140
27768,10025,2,140
27769,10032,1,200
27770,10065,2,120
27771,10065,7,150
27772,10128,2,120
27773,10002,1,1050
27774,10010,1,275
27775,11105,1,140
27776,11213,2,40
27777,11221,2,65
27778,11215,8,80
27779,10003,2,150
27780,10026,0,80
27781,10128,2,52
27782,11104,7,64
27783,11105,0,80
27784,11105,0,60
27785,11205,1,85
27786,11215,8,140
27787,11233,1,80
27788,10007,0,275
27789,10013,0,235
27790,10019,1,150
27791,10028,1,120
27792,10036,2,150
27793,10128,5,150
27794,10128,5,140
27795,10025,9,80
27796,11208,0,180
27797,11208,1,180
27798,10017,17,99
27799,11101,0,75
27800,11206,1,205
27801,10010,0,199
27802,10022,0,99
27803,11101,0,160
27804,11367,0,205
27805,11370,9,99
27806,10467,2,46
27807,11206,0,75
27808,11215,3,99
27809,11237,0,80
27810,11237,0,50
27811,10002,5,78
27812,11101,2,55
27813,10467,5,30
27814,11222,0,150
27815,10014,0,700
27816,10014,0,180
27817,10016,0,180
27818,10018,12,275
27819,10028,3,200
27820,10032,0,125
27821,10128,0,250
27822,11206,1,200
27823,11216,5,95
27824,11237,2,80
27825,11234,0,75
27826,10016,8,160
27827,10031,0,41
27828,10031,0,80
27829,11368,0,250
27830,10310,1,40
27831,11201,3,100
27832,11215,0,145
27833,11231,1,114
27834,11233,4,89
27835,11238,2,185
27836,11238,0,450
27837,11206,0,280
27838,10005,0,170
27839,10009,0,250
27840,10012,0,250
27841,10014,0,264
27842,10014,5,185
27843,10027,2,225
27844,10030,5,175
27845,10036,0,329
27846,10037,1,65
27847,10065,7,128
27848,11385,1,125
27849,10301,0,71
27850,11216,0,50
27851,11217,0,55
27852,11230,9,50
27853,11237,8,65
27854,11206,1,65
27855,10005,0,179
27856,10009,0,100
27857,10009,1,100
27858,10014,0,225
27859,10028,3,95
27860,10032,0,75
27861,10033,5,85
27862,10128,2,100
27863,11385,1,60
27864,11211,0,249
27865,11231,9,159
27866,11238,1,130
27867,11249,2,220
27868,10009,0,200
27869,10011,1,185
27870,10012,0,185
27871,10022,3,185
27872,10022,4,250
27873,10029,8,135
27874,10030,3,95
27875,10075,1,230
27876,11103,0,100
27877,11103,1,95
27878,11211,0,85
27879,11216,0,85
27880,11221,5,35
27881,11221,0,65
27882,11238,5,65
27883,10002,1,65
27884,11106,0,225
27885,11106,0,57
27886,11379,7,40
27887,11213,0,70
27888,11211,5,199
27889,10002,6,120
27890,10014,1,140
27891,10014,2,140
27892,10017,1,285
27893,10026,4,125
27894,10034,1,95
27895,10065,2,320
27896,10065,5,185
27897,11101,1,180
27898,11201,0,99
27899,11219,0,55
27900,10001,3,80
27901,10018,21,120
27902,10033,0,75
27903,11201,2,95
27904,11201,2,280
27905,11211,1,95
27906,11212,1,130
27907,11215,1,375
27908,10014,0,300
27909,10021,0,350
27910,10025,1,150
27911,11221,2,45
27912,11221,0,48
27913,11221,4,48
27914,11221,3,62
27915,11226,0,56
27916,11221,11,88
27917,11226,0,125
27918,10016,7,220
27919,10019,6,99
27920,10039,0,100
27921,11221,4,53
27922,11221,5,36
27923,10018,0,349
27924,11222,0,115
27925,11215,0,175
27926,10009,1,150
27927,10017,0,350
27928,10019,0,200
27929,11206,1,95
27930,11215,14,95
27931,10002,1,75
27932,10002,4,120
27933,10012,0,265
27934,10019,6,144
27935,10065,0,90
27936,11103,1,45
27937,11355,14,65
27938,11237,2,45
27939,10018,1,68
27940,11211,3,175
27941,11215,2,159
27942,10010,9,200
27943,10011,1,230
27944,10013,3,169
27945,10029,2,125
27946,10030,6,150
27947,10035,0,95
27948,10036,32,220
27949,10128,2,185
27950,11109,0,299
27951,10468,0,50
27952,11211,11,150
27953,11235,0,100
27954,11205,0,55
27955,10011,0,138
27956,10012,0,200
27957,10018,2,160
27958,10027,1,61
27959,10029,3,89
27960,10031,5,65
27961,11370,2,99
27962,10468,3,35
27963,11215,0,350
27964,10014,5,200
27965,10019,0,380
27966,10019,6,180
27967,10023,1,150
27968,10023,3,187
27969,10025,2,100
27970,10027,4,60
27971,10032,0,175
27972,10018,6,250
27973,10030,3,128
27974,11105,0,139
27975,11226,5,78
27976,11237,4,71
27977,11237,1,119
27978,11237,0,80
27979,10001,4,130
27980,10003,1,50
27981,10004,7,80
27982,10011,0,100
27983,10025,5,54
27984,10027,0,70
27985,10032,0,170
27986,10038,0,40
27987,10040,12,58
27988,10040,10,52
27989,11102,0,45
27990,11103,1,90
27991,11413,0,80
27992,11201,3,224
27993,11211,0,195
27994,11211,0,899
27995,11211,0,219
27996,11217,0,250
27997,11231,2,250
27998,11237,2,165
27999,11238,5,124
28000,11206,3,125
28001,10002,0,189
28002,10003,2,150
28003,10003,4,200
28004,10012,9,150
28005,10019,0,225
28006,10028,2,200
28007,10075,1,120
28008,10128,8,250
28009,11357,0,95
28010,11103,2,120
28011,11206,1,110
28012,11237,1,55
28013,11236,0,90
28014,10021,0,85
28015,10021,1,85
28016,10029,4,65
28017,10031,1,55
28018,11385,0,69
28019,10024,8,75
28020,10035,0,50
28021,10035,0,55
28022,10023,0,55
28023,11210,7,85
28024,11211,0,100
28025,11238,2,185
28026,10001,0,200
28027,10003,7,175
28028,10011,2,125
28029,10014,6,200
28030,10028,0,255
28031,10029,5,190
28032,10032,5,119
28033,10308,4,129
28034,10303,0,135
28035,10456,0,99
28036,11205,3,68
28037,11206,1,100
28038,11206,1,100
28039,11216,0,55
28040,11221,2,70
28041,11238,0,60
28042,11238,0,130
28043,10023,0,175
28044,10029,0,97
28045,10033,1,71
28046,10035,0,100
28047,10280,1,130
28048,11105,1,55
28049,10302,3,75
28050,11249,0,56
28051,11221,8,29
28052,11221,10,35
28053,94103,0,40
28054,11211,2,200
28055,11215,1,199
28056,11249,0,150
28057,11213,3,125
28058,10009,1,180
28059,10014,2,390
28060,10016,0,225
28061,10016,2,199
28062,10022,0,275
28063,10022,2,136
28064,10023,0,198
28065,10024,1,158
28066,10034,1,79
28067,10036,6,228
28068,10075,13,165
28069,11206,4,62
28070,11235,14,65
28071,10002,0,60
28072,10009,5,109
28073,10010,0,130
28074,10014,0,160
28075,10014,4,165
28076,10035,10,80
28077,11354,0,60
28078,11367,5,57
28079,10018,2,110
28080,11231,3,140
28081,11238,2,122
28082,11249,3,220
28083,10001,0,154
28084,10002,10,425
28085,10003,0,110
28086,10009,16,140
28087,10019,0,155
28088,10019,2,300
28089,10021,0,250
28090,10023,4,140
28091,10024,5,225
28092,10027,0,247
28093,10027,2,247
28094,10027,4,247
28095,10027,3,247
28096,10030,1,120
28097,10030,3,170
28098,11106,0,110
28099,11374,0,95
28100,10458,2,55
28101,11211,2,85
28102,11249,1,79
28103,11204,2,50
28104,11204,19,50
28105,11226,0,30
28106,10016,4,180
28107,10019,7,185
28108,10032,0,69
28109,10033,1,55
28110,10035,0,120
28111,11215,2,125
28112,11225,1,119
28113,11225,0,109
28114,11225,0,135
28115,11238,0,110
28116,10013,4,169
28117,10017,7,175
28118,10022,2,350
28119,11693,6,200
28120,11201,0,119
28121,11207,6,96
28122,11210,0,146
28123,11211,1,99
28124,11211,0,99
28125,11213,0,37
28126,11218,0,125
28127,11249,0,200
28128,10013,2,110
28129,10021,0,100
28130,10280,0,50
28131,11103,0,100
28132,11385,1,60
28133,11207,0,179
28134,11215,0,225
28135,11217,4,225
28136,10006,0,185
28137,10012,4,450
28138,10012,0,299
28139,10021,0,145
28140,10021,1,175
28141,10024,6,150
28142,10065,2,241
28143,11102,0,140
28144,11354,0,190
28145,11222,1,90
28146,10029,0,75
28147,10029,2,59
28148,10001,15,65
28149,10016,0,160
28150,10029,8,50
28151,11215,6,80
28152,11235,0,200
28153,11222,0,150
28154,11249,0,210
28155,10003,25,160
28156,10011,7,199
28157,10011,3,140
28158,10012,4,125
28159,10023,6,309
28160,10028,3,159
28161,10028,0,121
28162,10128,5,200
28163,11104,0,99
28164,11369,3,140
28165,11211,1,70
28166,11226,0,40
28167,11221,1,45
28168,10001,3,110
28169,10012,0,119
28170,10016,1,200
28171,10019,13,125
28172,10034,7,69
28173,10036,6,125
28174,10128,0,65
28175,11101,2,115
28176,11379,0,65
28177,11423,0,30
28178,11221,7,35
28179,11221,7,35
28180,11221,1,35
28181,10011,8,100
28182,10451,1,97
28183,11215,4,115
28184,11221,2,65
28185,11235,0,108
28186,10001,0,300
28187,10002,0,250
28188,10003,5,250
28189,10004,1,150
28190,10016,0,120
28191,10023,1,220
28192,10065,1,125
28193,10014,1,200
28194,10028,7,900
28195,11103,1,150
28196,11203,4,50
28197,11203,3,35
28198,11220,1,150
28199,11221,0,90
28200,11230,0,50
28201,11235,1,46
28202,11235,7,62
28203,11237,0,75
28204,11226,0,100
28205,10016,1,95
28206,10016,1,105
28207,10022,0,110
28208,10029,4,80
28209,10033,1,69
28210,10033,7,72
28211,11101,1,85
28212,11385,1,40
28213,11102,2,84
28214,11221,0,40
28215,11225,1,70
28216,10463,1,200
28217,11216,2,145
28218,11216,0,135
28219,11226,3,150
28220,11233,12,102
28221,10013,2,240
28222,10014,1,250
28223,10014,0,195
28224,10016,0,700
28225,10019,2,220
28226,10021,1,150
28227,10038,3,200
28228,10016,0,700
28229,11211,0,54
28230,11216,0,95
28231,11216,0,75
28232,11221,4,99
28233,11221,0,80
28234,11221,1,55
28235,10002,2,101
28236,10002,4,85
28237,10006,4,95
28238,10009,1,62
28239,10013,0,200
28240,10013,3,150
28241,10021,1,125
28242,10021,1,125
28243,10025,5,40
28244,10027,3,89
28245,10065,6,125
28246,10128,0,150
28247,11372,0,50
28248,11385,1,40
28249,10314,10,57
28250,11249,0,250
28251,10002,0,125
28252,10002,1,195
28253,10002,1,185
28254,10009,1,149
28255,10014,2,149
28256,10014,3,189
28257,10016,2,195
28258,10016,5,249
28259,10025,1,99
28260,10028,2,160
28261,10029,9,139
28262,10032,2,250
28263,11101,1,189
28264,11102,6,70
28265,11213,0,30
28266,11231,0,40
28267,11249,11,165
28268,11249,9,149
28269,11249,22,109
28270,11217,8,99
28271,10009,5,125
28272,10010,2,85
28273,10010,1,85
28274,10010,0,70
28275,10036,0,250
28276,10036,12,155
28277,10036,5,155
28278,10036,8,210
28279,10036,12,240
28280,10036,2,155
28281,10036,4,155
28282,10036,8,155
28283,10036,8,165
28284,10036,8,235
28285,10036,6,155
28286,10036,2,139
28287,10065,3,90
28288,10002,0,97
28289,10010,0,70
28290,10028,0,65
28291,11225,1,70
28292,10011,1,214
28293,10011,2,275
28294,10016,2,170
28295,10018,1,185
28296,10031,1,160
28297,10128,13,150
28298,10128,12,175
28299,11106,3,75
28300,11207,2,30
28301,11237,6,75
28302,11237,2,70
28303,11237,3,65
28304,11237,4,65
28305,11237,4,65
28306,11237,1,85
28307,11237,5,95
28308,11237,6,100
28309,10002,2,95
28310,10031,0,50
28311,11377,3,59
28312,11106,1,45
28313,11106,3,35
28314,11106,3,35
28315,11106,0,50
28316,11106,4,45
28317,11377,7,85
28318,10452,0,30
28319,10031,0,80
28320,11237,0,90
28321,10011,0,160
28322,10024,2,250
28323,10024,2,425
28324,10027,0,65
28325,10036,9,200
28326,11429,0,78
28327,11218,0,80
28328,11206,1,110
28329,11206,0,78
28330,11206,0,65
28331,11206,0,78
28332,11206,0,65
28333,11206,1,105
28334,10019,6,99
28335,10027,0,65
28336,10036,4,108
28337,11210,5,126
28338,11235,2,35
28339,11235,2,30
28340,11211,0,150
28341,11221,4,165
28342,10001,0,350
28343,10002,0,142
28344,10004,8,412
28345,10009,8,145
28346,10044,3,165
28347,10065,2,200
28348,10021,0,130
28349,11206,0,80
28350,11221,0,80
28351,11222,0,55
28352,11249,0,90
28353,10001,0,128
28354,10029,0,115
28355,10128,0,140
28356,11211,0,315
28357,10001,1,200
28358,10002,1,250
28359,10002,0,250
28360,10003,0,95
28361,10012,0,300
28362,10014,0,200
28363,10019,0,349
28364,10019,1,130
28365,10013,0,329
28366,10019,1,259
28367,10002,1,450
28368,11106,1,100
28369,11375,6,120
28370,11693,8,222
28371,10467,5,60
28372,11206,0,149
28373,11211,7,95
28374,11213,2,40
28375,11221,16,50
28376,11226,9,40
28377,10001,1,97
28378,10001,1,100
28379,10002,4,105
28380,10009,0,150
28381,10016,0,500
28382,10025,16,105
28383,10027,0,82
28384,10032,6,69
28385,11377,3,59
28386,10026,0,70
28387,11206,2,65
28388,11220,2,285
28389,11220,3,285
28390,11226,2,150
28391,11222,0,265
28392,11219,0,335
28393,10003,0,120
28394,10025,1,160
28395,10031,2,150
28396,11355,4,145
28397,11211,1,100
28398,11220,0,75
28399,11220,0,95
28400,11220,0,70
28401,11220,0,75
28402,11220,0,85
28403,11220,0,58
28404,11220,0,68
28405,11221,5,60
28406,11221,0,100
28407,11226,0,55
28408,11238,0,77
28409,11249,4,156
28410,11222,0,100
28411,11219,2,38
28412,11219,1,45
28413,11219,0,55
28414,11219,0,55
28415,11219,0,88
28416,11219,1,95
28417,11219,1,70
28418,11219,0,48
28419,11219,4,70
28420,11219,0,80
28421,11219,0,65
28422,11219,0,60
28423,11219,1,75
28424,11219,2,95
28425,11219,0,48
28426,11219,0,48
28427,11219,9,48
28428,11219,3,48
28429,11219,5,48
28430,11219,0,70
28431,11219,2,55
28432,11219,2,52
28433,11219,1,65
28434,11219,0,45
28435,11219,2,48
28436,11219,1,55
28437,11229,0,55
28438,10019,13,125
28439,10019,0,135
28440,10025,1,89
28441,10025,1,89
28442,10027,1,60
28443,10029,5,70
28444,11355,0,65
28445,11377,9,75
28446,11377,3,45
28447,11218,0,99
28448,11219,0,240
28449,11223,3,89
28450,11226,0,75
28451,11216,0,200
28452,10009,1,140
28453,10014,1,220
28454,10031,0,125
28455,10031,0,300
28456,10036,3,175
28457,10037,0,90
28458,10065,2,125
28459,10032,1,135
28460,11218,7,49
28461,11218,1,49
28462,11220,0,40
28463,11221,1,35
28464,10002,0,50
28465,10003,13,110
28466,10009,2,90
28467,10031,1,75
28468,10031,0,92
28469,10031,0,94
28470,10031,0,125
28471,11101,1,45
28472,11102,1,50
28473,11372,4,62
28474,11372,4,78
28475,11213,3,85
28476,11221,0,155
28477,10016,0,190
28478,10016,1,120
28479,10017,5,169
28480,10027,4,125
28481,10027,1,200
28482,10028,1,140
28483,10032,3,85
28484,11206,0,90
28485,11226,1,65
28486,11249,0,65
28487,11221,7,75
28488,11221,7,65
28489,11238,0,90
28490,10010,0,45
28491,10030,0,125
28492,10044,0,75
28493,11102,0,65
28494,11105,7,50
28495,11372,0,49
28496,11211,4,200
28497,11226,6,125
28498,11238,9,105
28499,11221,0,200
28500,11221,2,200
28501,10010,2,165
28502,10024,6,140
28503,10028,1,299
28504,10028,0,115
28505,10029,2,105
28506,10030,5,85
28507,10065,0,190
28508,10128,4,105
28509,11434,0,100
28510,10462,0,137
28511,11211,0,110
28512,11211,1,110
28513,11221,4,45
28514,11222,2,70
28515,11237,0,75
28516,11205,0,70
28517,11205,0,65
28518,10009,0,100
28519,10032,2,70
28520,10033,1,45
28521,10033,0,157
28522,10033,0,50
28523,10033,0,144
28524,11385,1,85
28525,11413,0,100
28526,11369,3,65
28527,11434,8,57
28528,11434,0,55
28529,10002,0,150
28530,10007,5,500
28531,10009,0,400
28532,10011,0,150
28533,10011,1,210
28534,10013,4,350
28535,10019,0,300
28536,10026,0,240
28537,10026,7,175
28538,10036,1,150
28539,10069,0,326
28540,10024,1,199
28541,11109,0,150
28542,11206,1,70
28543,10026,2,60
28544,10039,4,60
28545,10069,0,160
28546,10462,0,42
28547,10462,2,35
28548,11211,2,199
28549,11215,0,125
28550,11215,3,169
28551,11233,0,135
28552,10009,0,250
28553,10023,0,70
28554,10025,0,225
28555,10025,0,199
28556,10025,2,100
28557,11206,2,50
28558,11213,4,75
28559,11222,0,100
28560,11233,3,40
28561,11233,9,42
28562,11237,0,55
28563,11237,1,70
28564,10012,3,130
28565,10037,2,60
28566,11103,0,55
28567,11106,0,90
28568,11416,1,50
28569,11218,7,32
28570,10010,0,74
28571,11211,7,110
28572,11215,0,110
28573,11217,2,159
28574,11230,0,120
28575,11231,1,125
28576,11208,1,30
28577,11208,0,30
28578,11231,3,145
28579,10002,3,118
28580,10002,0,179
28581,10003,0,800
28582,10011,0,150
28583,10012,1,199
28584,10014,0,350
28585,10018,1,219
28586,11101,1,105
28587,11205,0,113
28588,11213,2,50
28589,11231,0,60
28590,11214,0,180
28591,10013,0,80
28592,10025,0,80
28593,10028,0,75
28594,10031,0,115
28595,10034,0,100
28596,10035,7,70
28597,10128,1,80
28598,11106,2,38
28599,11201,1,150
28600,11209,1,120
28601,11215,1,3100
28602,11231,0,70
28603,11237,1,199
28604,11238,2,164
28605,11231,0,500
28606,10009,0,210
28607,10009,2,149
28608,10012,5,595
28609,10016,0,200
28610,10019,2,145
28611,10021,1,125
28612,10023,1,142
28613,10024,0,170
28614,10025,2,175
28615,10025,0,150
28616,10033,0,175
28617,10036,0,120
28618,11103,3,80
28619,11206,0,75
28620,11206,5,50
28621,11206,6,50
28622,11206,5,50
28623,11206,1,50
28624,11206,0,55
28625,11206,0,60
28626,11211,4,95
28627,11211,2,65
28628,11237,0,65
28629,11238,1,50
28630,10002,1,100
28631,10003,0,85
28632,10013,1,90
28633,10016,0,150
28634,10024,0,75
28635,10025,5,125
28636,10032,0,40
28637,11101,3,95
28638,11101,5,55
28639,11104,0,60
28640,11104,1,60
28641,11373,2,55
28642,11211,1,70
28643,11222,2,45
28644,10032,1,60
28645,11211,0,300
28646,11216,0,105
28647,10001,5,475
28648,10010,8,99
28649,10010,0,300
28650,10011,0,500
28651,10014,2,195
28652,10016,1,199
28653,10016,11,184
28654,10016,3,250
28655,10027,0,175
28656,10029,0,200
28657,10032,0,90
28658,10033,0,120
28659,10034,1,125
28660,10036,2,215
28661,11106,3,160
28662,11210,6,79
28663,11216,0,600
28664,11221,0,50
28665,11225,0,95
28666,11225,0,50
28667,11226,1,70
28668,11230,9,60
28669,10002,4,105
28670,10010,0,100
28671,10019,9,150
28672,10019,1,150
28673,10029,0,75
28674,10024,12,144
28675,11375,0,75
28676,11358,0,80
28677,10025,0,80
28678,10025,3,80
28679,11205,0,100
28680,11220,1,275
28681,11231,2,144
28682,11213,0,150
28683,11226,2,110
28684,10002,3,245
28685,10002,5,215
28686,10002,0,110
28687,10012,0,240
28688,10026,1,145
28689,10030,0,130
28690,10036,0,173
28691,10037,1,150
28692,10065,1,155
28693,10075,2,160
28694,11355,3,145
28695,11377,4,250
28696,10458,6,55
28697,11211,2,85
28698,11213,1,70
28699,11206,0,98
28700,11219,2,75
28701,11219,0,70
28702,11219,0,60
28703,11235,0,54
28704,10002,0,70
28705,10002,1,90
28706,10002,0,90
28707,10009,0,99
28708,10019,0,100
28709,10027,0,80
28710,10028,1,86
28711,10030,0,80
28712,10026,0,90
28713,11377,1,45
28714,11364,0,50
28715,10003,1,150
28716,10005,0,220
28717,10013,0,170
28718,10016,0,215
28719,11205,7,68
28720,11222,7,95
28721,11237,0,80
28722,10014,0,105
28723,10017,3,95
28724,10025,3,50
28725,10025,1,50
28726,10033,1,175
28727,10032,0,70
28728,11214,6,145
28729,11221,7,180
28730,11217,0,750
28731,10012,0,350
28732,10016,0,180
28733,10016,8,145
28734,10028,0,475
28735,10075,1,150
28736,10019,0,400
28737,11222,2,95
28738,11217,0,150
28739,10027,1,75
28740,11103,0,80
28741,10009,0,95
28742,10009,0,100
28743,11206,0,199
28744,11211,8,150
28745,11238,0,275
28746,10009,1,119
28747,10012,2,215
28748,10013,0,500
28749,10016,0,189
28750,10019,0,175
28751,10019,0,400
28752,10021,0,190
28753,10021,0,155
28754,10025,3,149
28755,10065,0,200
28756,11101,2,155
28757,11106,3,110
28758,11106,5,100
28759,11692,8,250
28760,11206,0,80
28761,11213,3,48
28762,11221,3,65
28763,11226,0,80
28764,11237,2,70
28765,11238,2,65
28766,11206,19,55
28767,11206,2,60
28768,11206,4,53
28769,11206,8,55
28770,11206,12,65
28771,11206,6,52
28772,11206,8,50
28773,10001,1,125
28774,10016,1,150
28775,10024,0,80
28776,10025,0,55
28777,11106,0,59
28778,11372,4,45
28779,11370,0,60
28780,11378,0,50
28781,11205,0,205
28782,11206,0,250
28783,11207,1,115
28784,11209,3,60
28785,11226,3,90
28786,11229,1,105
28787,11233,2,103
28788,10009,1,250
28789,10011,5,175
28790,10011,0,179
28791,10019,5,399
28792,10023,2,420
28793,10028,1,200
28794,11385,1,45
28795,11426,0,300
28796,10009,0,85
28797,11201,0,75
28798,11206,5,90
28799,11215,1,100
28800,11221,1,80
28801,11221,7,50
28802,11222,0,99
28803,11237,1,55
28804,11238,0,130
28805,10001,4,90
28806,10003,0,100
28807,10004,2,110
28808,10004,0,100
28809,10009,0,57
28810,10017,0,400
28811,10028,0,150
28812,11221,0,125
28813,11238,0,125
28814,10007,0,2486
28815,10010,0,120
28816,10018,0,2486
28817,10019,0,3390
28818,10019,0,1356
28819,10019,0,2599
28820,10024,2,250
28821,10025,0,195
28822,10025,7,130
28823,10035,3,207
28824,10065,1,130
28825,11432,0,700
28826,11211,0,125
28827,11221,0,50
28828,11221,6,50
28829,11232,2,58
28830,11233,0,70
28831,10002,0,182
28832,10009,1,110
28833,10016,1,120
28834,10025,3,80
28835,10029,2,40
28836,10031,1,50
28837,10032,10,86
28838,10035,0,95
28839,10044,0,50
28840,10044,3,78
28841,11106,2,85
28842,11209,1,67
28843,11211,0,180
28844,11211,0,120
28845,11215,0,160
28846,11215,0,100
28847,11215,3,150
28848,11238,1,120
28849,11217,1,125
28850,10004,0,240
28851,10009,0,2000
28852,10010,1,205
28853,10016,0,299
28854,10016,0,275
28855,10023,3,120
28856,10028,4,165
28857,10036,0,190
28858,10036,0,129
28859,10040,0,75
28860,11104,0,100
28861,11206,1,45
28862,11211,1,70
28863,11213,5,60
28864,11226,0,75
28865,11233,1,60
28866,10003,3,80
28867,10017,0,158
28868,10027,1,60
28869,10034,0,45
28870,11201,2,125
28871,11217,0,249
28872,11221,0,102
28873,10011,0,400
28874,10018,0,349
28875,10026,0,130
28876,10069,4,160
28877,11101,2,230
28878,11101,3,230
28879,11103,1,75
28880,11433,0,135
28881,11205,0,40
28882,11206,1,60
28883,11206,2,62
28884,11216,0,40
28885,10009,0,100
28886,10029,3,90
28887,10029,8,80
28888,10031,1,95
28889,10039,0,80
28890,10040,1,75
28891,11101,1,150
28892,11101,0,140
28893,11369,0,55
28894,11201,2,120
28895,11238,2,105
28896,10010,0,200
28897,10013,0,260
28898,10013,1,275
28899,10023,0,250
28900,10024,0,280
28901,11205,0,85
28902,11206,2,45
28903,11226,4,30
28904,11226,5,40
28905,11203,3,48
28906,11203,2,43
28907,10002,0,85
28908,10007,0,130
28909,10023,0,110
28910,10025,4,80
28911,10025,0,95
28912,10032,0,38
28913,10037,3,50
28914,11377,4,55
28915,11377,2,55
28916,11385,10,45
28917,11385,3,40
28918,11375,3,99
28919,11206,2,100
28920,10005,3,200
28921,10016,0,220
28922,10024,1,130
28923,10029,0,188
28924,11206,0,100
28925,11211,0,95
28926,11226,19,50
28927,11238,0,40
28928,11228,0,150
28929,11222,5,95
28930,11106,0,69
28931,11203,0,85
28932,11209,0,69
28933,11221,10,120
28934,11231,1,400
28935,10021,0,150
28936,10025,2,140
28937,10027,0,100
28938,10029,2,149
28939,10035,4,100
28940,10036,1,160
28941,10040,0,120
28942,11211,0,72
28943,11216,1,115
28944,11221,0,66
28945,11225,2,50
28946,11238,0,90
28947,10003,0,149
28948,10029,1,55
28949,10036,0,110
28950,10036,0,238
28951,10036,2,110
28952,11103,0,85
28953,11370,3,85
28954,11385,1,25
28955,11211,0,165
28956,11222,2,125
28957,11225,3,108
28958,11236,1,85
28959,11233,9,200
28960,11217,1,225
28961,11221,0,139
28962,10002,0,130
28963,10005,0,300
28964,10009,1,120
28965,10011,1,500
28966,10013,0,200
28967,10014,0,200
28968,10014,2,169
28969,10016,0,180
28970,10023,1,265
28971,10024,0,180
28972,10027,0,280
28973,10028,5,124
28974,10029,0,150
28975,10032,0,100
28976,10036,4,375
28977,10040,2,79
28978,11102,1,90
28979,11211,0,70
28980,11215,3,80
28981,11233,3,75
28982,11237,1,35
28983,11237,0,125
28984,11237,0,60
28985,11201,6,125
28986,10009,2,100
28987,10016,1,150
28988,10025,6,119
28989,10029,5,85
28990,10033,0,75
28991,11101,7,115
28992,11101,0,150
28993,11692,10,50
28994,11201,0,150
