,Zipcode,Beds,Number_Of_Reviews
1494,11212,1,19
1495,11212,2,9
1496,10014,1,37
1497,10023,1,36
1498,10023,1,11
1499,11233,2,1
1500,10010,1,3
1501,10075,1,0
1502,10003,1,16
1503,10018,1,157
1504,10018,2,133
1505,10018,2,40
1506,10018,3,28
1507,10018,3,30
1508,10025,1,2
1509,10011,1,11
1510,11217,2,7
1511,10002,2,51
1512,10009,1,1
1513,11102,1,44
1514,11217,1,13
1515,11217,1,2
1516,10026,1,25
1517,11205,1,76
1518,10001,1,18
1519,10012,2,3
1520,10014,3,10
1521,11206,2,90
1522,10002,1,27
1523,11221,1,0
1524,10003,2,11
1525,10009,1,1
1526,11211,2,0
1527,10025,2,0
1528,11211,1,0
1529,11217,1,6
1530,10003,1,6
1531,11206,2,86
1532,11205,1,9
1533,10006,5,13
1534,11220,1,1
1535,10025,3,4
1536,11217,1,0
1537,10075,2,30
1538,10009,1,19
1539,11215,1,19
1540,11221,1,4
1541,11385,1,66
1542,11217,1,1
1543,10013,3,141
1544,11217,1,0
1545,11238,1,1
1546,10026,1,2
1547,10019,1,27
1548,10002,1,117
1549,11222,2,2
1550,10002,1,6
1551,10003,1,0
1552,10010,1,48
1553,10036,2,6
1554,11222,1,0
1555,10036,1,58
1556,10009,1,15
1557,10019,2,8
1558,10027,1,69
1559,10027,1,1
1560,10025,1,7
1561,10025,3,43
1562,10029,1,3
1563,10036,2,23
1564,11231,1,0
1565,11222,1,1
1566,11222,2,15
1567,10012,2,106
1568,11222,1,76
1569,11238,1,0
1570,11215,3,4
1571,10027,1,0
1572,10031,2,176
1573,10031,1,184
1574,11222,1,6
1575,11225,1,4
1576,11225,2,1
1577,10012,1,12
1578,10012,1,18
1579,11103,1,0
1580,11206,1,92
1581,10031,2,8
1582,10031,2,32
1583,11211,1,8
1584,11238,1,98
1585,10027,1,0
1586,10044,1,2
1587,10019,2,57
1588,10019,2,63
1589,10065,1,111
1590,10022,1,17
1591,10022,1,14
1592,11226,2,129
1593,11216,2,0
1594,10003,1,38
1595,10014,1,12
1596,10002,3,89
1597,11211,1,5
1598,11225,1,18
1599,11225,1,7
1600,11201,1,1
1601,11217,2,132
1602,11217,1,100
1603,11249,1,24
1604,10002,1,21
1605,10013,1,0
1606,10025,1,14
1607,11217,1,64
1608,11217,1,87
1609,10025,1,8
1610,10031,1,10
1611,10036,1,107
1612,11222,4,32
1613,11226,1,3
1614,10002,2,29
1615,10012,1,2
1616,11216,1,2
1617,10016,1,111
1618,11201,1,12
1619,11201,1,4
1620,11211,1,3
1621,10003,1,100
1622,11205,3,18
1623,11205,1,59
1624,11205,1,75
1625,10013,2,46
1626,11225,1,5
1627,11217,2,0
1628,11231,2,10
1629,11238,2,39
1630,10009,1,28
1631,10011,3,48
1632,10012,1,52
1633,10014,3,21
1634,10027,1,4
1635,11211,3,80
1636,11211,2,90
1637,11216,2,120
1638,11217,1,0
1639,10002,1,2
1640,10018,3,45
1641,10038,3,5
1642,10032,1,21
1643,10039,1,24
1644,11249,2,0
1645,10001,3,23
1646,10001,3,29
1647,10001,3,28
1648,10003,1,32
1649,10009,3,121
1650,10013,3,15
1651,10014,1,26
1652,10014,1,39
1653,10018,1,67
1654,10022,1,0
1655,10022,1,2
1656,11211,1,41
1657,11211,1,1
1658,11215,1,7
1659,10011,2,19
1660,10029,2,26
1661,10029,1,72
1662,10029,1,128
1663,10031,1,0
1664,11206,1,0
1665,10009,4,12
1666,10009,2,33
1667,10009,1,12
1668,10009,1,0
1669,11215,2,3
1670,10065,4,9
1671,11206,1,6
1672,10473,3,3
1673,11225,4,5
1674,10001,1,9
1675,10003,1,25
1676,10013,3,19
1677,10473,2,0
1678,10473,1,0
1679,10473,2,0
1680,11225,2,7
1681,11225,2,51
1682,10473,1,2
1683,11221,3,9
1684,10001,1,15
1685,11206,3,17
1686,10003,1,49
1687,10027,5,2
1688,10002,1,70
1689,10002,2,88
1690,10021,1,62
1691,10035,1,18
1692,10003,1,17
1693,10012,1,23
1694,10012,2,0
1695,10016,1,67
1696,11211,1,7
1697,11211,1,2
1698,11249,1,1
1699,11249,1,6
1700,10009,1,11
1701,11221,1,2
1702,11211,1,12
1703,10002,2,3
1704,10011,2,5
1705,10014,1,4
1706,11211,1,42
1707,11211,1,39
1708,11211,1,15
1709,11211,1,27
1710,11249,1,0
1711,10002,1,5
1712,10002,1,2
1713,10002,1,7
1714,10002,1,6
1715,10002,1,0
1716,10003,1,31
1717,11237,1,16
1718,11237,1,0
1719,11206,1,4
1720,10301,1,94
1721,10301,1,103
1722,10301,1,90
1723,10301,1,55
1724,11201,1,0
1725,11206,2,4
1726,11215,2,0
1727,10003,1,50
1728,10025,1,18
1729,10463,1,0
1730,10001,1,49
1731,10027,1,104
1732,10027,1,80
1733,11213,3,58
1734,11222,1,137
1735,11222,1,101
1736,11222,2,86
1737,11222,2,132
1738,10011,1,33
1739,10009,3,98
1740,10009,2,110
1741,11237,1,3
1742,11233,1,5
1743,11103,3,183
1744,11218,2,38
1745,10010,1,19
1746,11226,2,0
1747,11211,1,129
1748,11211,1,46
1749,11218,1,33
1750,11218,1,61
1751,11217,1,0
1752,10014,1,55
1753,11231,1,1
1754,10475,4,0
1755,11215,3,0
1756,11225,3,0
1757,10009,1,1
1758,10022,1,13
1759,10475,1,6
1760,10475,1,11
1761,10475,1,7
1762,10475,1,10
1763,11215,1,5
1764,11216,3,8
1765,11213,1,2
1766,11213,1,2
1767,11213,1,7
1768,11213,2,3
1769,11213,1,7
1770,11213,1,2
1771,11213,1,2
1772,11216,1,28
1773,11216,1,11
1774,11216,1,2
1775,11211,2,1
1776,11215,2,39
1777,11238,1,0
1778,11211,1,3
1779,10034,2,4
1780,10023,3,49
1781,10029,1,0
1782,11216,1,148
1783,11211,1,7
1784,10002,1,56
1785,10002,2,79
1786,10002,2,157
1787,10009,2,39
1788,10075,3,51
1789,10075,3,42
1790,10128,4,46
1791,10128,3,46
1792,11216,1,117
1793,11216,1,109
1794,10002,5,19
1795,10009,1,26
1796,10009,2,45
1797,10012,1,0
1798,10012,2,0
1799,11206,1,5
1800,10002,3,16
1801,10012,1,3
1802,10013,2,21
1803,11216,2,15
1804,11216,1,8
1805,11217,1,218
1806,11215,2,24
1807,10003,1,27
1808,10009,1,1
1809,10010,1,36
1810,10016,1,0
1811,11217,1,2
1812,11222,1,31
1813,11222,3,0
1814,10002,2,0
1815,10012,1,35
1816,10023,1,41
1817,10002,2,0
1818,10013,1,2
1819,11211,1,4
1820,11215,1,0
1821,10002,1,0
1822,11213,2,1
1823,11216,4,11
1824,11238,1,11
1825,11238,1,19
1826,11238,4,31
1827,11238,4,6
1828,10011,2,17
1829,11238,1,11
1830,11238,1,9
1831,11238,1,30
1832,11216,2,33
1833,11222,2,2
1834,11211,1,1
1835,11222,1,1
1836,11211,1,55
1837,11211,1,8
1838,10009,2,0
1839,10025,3,1
1840,11221,1,67
1841,10009,3,3
1842,11201,1,0
1843,11215,1,11
1844,10027,1,2
1845,10031,1,11
1846,11217,1,16
1847,11231,2,11
1848,10002,2,171
1849,10002,1,142
1850,10033,2,2
1851,11213,1,1
1852,11213,1,11
1853,11213,1,13
1854,11217,1,3
1855,11222,1,25
1856,11222,1,14
1857,11213,1,6
1858,11216,1,4
1859,11216,1,7
1860,11216,1,2
1861,10003,1,18
1862,10002,2,192
1863,10025,1,8
1864,10025,1,59
1865,10009,1,1
1866,10014,2,2
1867,10013,1,2
1868,10030,3,206
1869,10003,1,1
1870,11225,1,16
1871,10128,1,17
1872,10011,1,6
1873,11215,2,9
1874,11238,1,0
1875,11215,3,56
1876,11215,3,3
1877,10003,1,161
1878,10023,2,6
1879,10032,1,13
1880,11206,1,45
1881,10018,1,6
1882,11211,1,0
1883,11217,1,9
1884,11222,2,3
1885,11217,3,9
1886,11222,1,2
1887,10031,2,1
1888,10025,2,23
1889,10002,2,11
1890,10012,2,63
1891,11211,1,1
1892,10003,1,216
1893,11217,1,56
1894,10035,2,23
1895,10035,2,66
1896,11221,1,0
1897,11221,1,3
1898,10013,1,0
1899,10026,1,49
1900,10002,2,0
1901,10065,2,39
1902,10280,3,21
1903,10025,1,49
1904,11222,1,0
1905,10009,1,4
1906,11213,1,21
1907,11225,1,10
1908,11238,1,1
1909,11217,1,39
1910,10003,2,111
1911,11217,1,67
1912,11217,1,55
1913,11216,1,21
1914,10003,1,2
1915,10038,1,3
1916,11215,1,2
1917,10035,1,16
1918,11215,1,191
1919,10301,3,4
1920,10002,2,8
1921,11222,1,10
1922,11205,1,4
1923,11215,3,1
1924,11235,1,10
1925,10002,3,70
1926,10009,3,86
1927,10011,1,10
1928,10016,2,13
1929,11213,1,8
1930,10016,1,42
1931,11222,2,2
1932,11231,3,20
1933,11231,2,0
1934,11238,1,0
1935,11238,1,0
1936,11238,1,1
1937,11222,1,3
1938,11238,2,28
1939,11238,3,0
1940,11211,1,3
1941,11222,1,3
1942,10002,1,3
1943,11217,3,12
1944,10002,1,5
1945,11206,1,2
1946,11233,4,1
1947,11233,3,38
1948,11233,3,0
1949,11233,1,35
1950,10012,1,13
1951,11215,2,2
1952,11368,1,11
1953,11211,1,0
1954,10027,1,4
1955,11211,2,48
1956,11249,1,0
1957,11231,1,0
1958,10013,1,4
1959,10023,1,22
1960,10031,6,25
1961,11216,2,8
1962,10009,1,7
1963,11105,2,1
1964,10003,1,2
1965,11225,1,6
1966,10003,1,23
1967,10034,1,46
1968,11220,1,0
1969,11237,2,9
1970,11238,2,48
1971,10014,1,5
1972,11206,1,32
1973,11206,1,3
1974,10002,1,22
1975,10009,1,0
1976,10009,1,27
1977,10013,3,81
1978,10029,2,6
1979,10027,1,24
1980,11211,1,0
1981,11237,2,25
1982,10009,2,19
1983,10011,2,48
1984,10011,1,51
1985,10026,1,7
1986,11205,1,1
1987,11226,1,16
1988,11226,1,27
1989,10030,1,0
1990,10032,3,3
1991,10032,3,2
1992,11237,1,23
1993,11201,1,3
1994,10019,1,4
1995,10002,1,23
1996,10009,2,7
1997,11222,2,49
1998,10002,1,32
1999,10011,1,13
2000,10026,1,95
2001,11201,1,15
2002,11222,1,73
2003,10022,1,2
2004,10022,1,14
2005,10022,1,0
2006,10022,1,29
2007,10036,1,3
2008,10002,1,10
2009,11205,1,10
2010,10027,1,0
2011,10022,1,1
2012,10032,1,6
2013,11225,1,0
2014,10010,2,23
2015,10013,3,73
2016,10016,2,27
2017,10016,4,81
2018,10023,2,28
2019,10025,1,30
2020,11368,1,3
2021,10016,2,13
2022,10009,2,1
2023,10011,1,3
2024,10280,1,1
2025,11225,1,0
2026,11231,2,1
2027,11222,2,1
2028,10003,1,10
2029,10009,2,12
2030,10012,3,86
2031,10013,4,21
2032,11211,1,0
2033,11221,2,5
2034,10016,1,213
2035,11221,1,0
2036,10019,1,17
2037,10024,1,2
2038,11211,2,16
2039,11238,1,1
2040,10001,1,2
2041,10011,1,3
2042,11211,1,15
2043,11249,1,2
2044,11385,1,136
2045,11385,1,172
2046,11385,1,179
2047,11211,1,4
2048,11211,3,6
2049,11211,1,111
2050,11249,2,49
2051,11249,2,75
2052,10002,1,10
2053,10025,2,5
2054,11211,1,19
2055,11249,2,37
2056,11249,2,19
2057,11211,2,29
2058,11211,2,12
2059,11211,1,23
2060,10027,1,0
2061,11216,1,0
2062,10027,1,13
2063,10027,1,6
2064,10006,1,0
2065,11211,2,0
2066,10011,3,2
2067,10026,2,27
2068,11222,1,0
2069,10026,1,2
2070,10014,1,0
2071,11226,5,8
2072,11226,3,10
2073,11226,8,6
2074,10021,1,1
2075,10013,1,6
2076,10010,1,2
2077,10016,1,0
2078,10026,1,17
2079,11205,2,8
2080,10003,3,41
2081,10003,3,115
2082,10009,3,65
2083,10013,1,18
2084,10027,2,35
2085,10003,1,6
2086,10012,1,10
2087,10023,2,0
2088,10035,2,2
2089,10023,1,0
2090,11217,1,0
2091,11226,2,0
2092,11226,1,24
2093,10034,1,96
2094,11237,1,12
2095,10002,2,133
2096,10075,1,34
2097,11218,1,13
2098,11211,2,0
2099,11215,1,11
2100,11221,2,1
2101,11211,2,8
2102,11211,2,14
2103,11211,1,73
2104,11211,1,13
2105,11249,1,6
2106,11233,1,6
2107,11233,2,2
2108,10002,1,0
2109,10003,1,53
2110,10003,2,24
2111,11206,1,0
2112,11206,1,8
2113,11233,2,8
2114,10038,1,0
2115,11222,1,0
2116,11237,1,34
2117,10003,1,24
2118,10009,1,23
2119,10023,2,0
2120,10128,1,4
2121,10468,1,2
2122,10468,2,19
2123,10037,1,0
2124,11216,1,1
2125,11217,2,69
2126,11217,2,55
2127,10011,6,0
2128,10011,2,0
2129,10019,2,0
2130,10022,2,0
2131,11106,2,4
2132,11238,2,0
2133,10011,1,4
2134,11238,1,1
2135,11201,1,5
2136,11205,1,14
2137,11106,2,29
2138,11216,1,9
2139,10026,2,5
2140,10026,1,3
2141,11222,1,36
2142,11222,2,1
2143,11222,2,3
2144,11222,3,6
2145,11222,4,3
2146,11222,3,8
2147,11222,2,7
2148,11222,2,37
2149,11222,2,5
2150,11222,2,7
2151,11222,2,16
2152,11222,2,14
2153,11222,2,5
2154,11222,2,7
2155,11222,2,6
2156,11222,2,5
2157,11222,2,6
2158,11222,2,8
2159,11222,2,14
2160,11222,2,17
2161,11222,2,18
2162,11222,2,20
2163,11222,2,2
2164,11222,2,6
2165,11222,2,2
2166,11222,2,5
2167,11222,2,22
2168,11222,2,2
2169,11249,1,3
2170,11249,2,18
2171,11222,2,3
2172,10002,1,2
2173,10028,2,0
2174,11249,1,0
2175,10023,2,12
2176,11249,1,11
2177,10007,5,1
2178,10011,1,32
2179,10021,1,0
2180,10027,1,2
2181,10002,1,1
2182,10027,1,10
2183,10029,2,0
2184,10128,2,13
2185,10029,1,0
2186,11101,1,100
2187,11205,1,8
2188,11211,1,20
2189,11217,1,4
2190,10003,1,17
2191,10009,1,8
2192,10009,5,2
2193,10004,1,0
2194,11231,1,13
2195,11238,2,0
2196,11238,3,0
2197,10019,2,25
2198,10025,2,8
2199,10027,2,0
2200,10036,1,1
2201,10024,3,7
2202,11201,2,178
2203,10014,1,3
2204,11213,2,33
2205,11237,1,36
2206,10009,1,25
2207,10023,2,0
2208,11213,3,4
2209,10038,1,53
2210,11201,1,23
2211,11222,1,33
2212,11225,2,63
2213,11226,2,0
2214,10014,1,41
2215,11211,1,5
2216,11211,1,21
2217,11211,1,7
2218,11216,1,6
2219,11211,2,1
2220,11206,1,65
2221,11221,1,1
2222,11201,1,29
2223,11216,3,26
2224,10001,1,27
2225,10014,1,70
2226,10017,1,66
2227,10036,1,5
2228,10009,1,100
2229,10011,1,61
2230,10023,2,12
2231,10028,2,2
2232,10028,1,3
2233,11211,2,16
2234,11231,2,0
2235,11215,5,6
2236,11206,4,26
2237,11215,1,0
2238,11233,1,0
2239,11238,1,5
2240,11216,3,87
2241,10019,4,9
2242,10019,1,0
2243,10021,1,9
2244,10023,3,1
2245,10024,3,18
2246,10025,1,3
2247,10025,1,9
2248,10036,2,0
2249,10036,2,0
2250,10128,2,0
2251,10002,1,16
2252,11378,1,0
2253,10036,2,0
2254,11217,2,2
2255,10014,1,0
2256,10036,1,3
2257,11211,1,3
2258,11221,2,39
2259,10009,1,9
2260,11221,1,0
2261,10009,2,30
2262,11201,1,35
2263,10009,2,9
2264,10035,3,68
2265,10009,1,21
2266,11201,2,23
2267,11204,1,12
2268,11211,3,0
2269,11249,1,4
2270,10002,3,36
2271,11201,1,60
2272,11206,1,2
2273,11211,1,2
2274,11211,1,3
2275,11217,4,88
2276,11221,1,0
2277,10027,1,45
2278,10003,1,1
2279,10019,2,10
2280,11211,1,19
2281,11217,2,2
2282,11221,4,117
2283,11221,1,122
2284,11225,2,2
2285,10003,3,41
2286,10003,1,4
2287,10019,2,11
2288,11102,1,1
2289,10014,1,0
2290,11205,1,2
2291,11211,1,6
2292,10011,3,38
2293,10075,1,0
2294,10128,1,27
2295,10128,2,0
2296,11211,1,10
2297,10002,2,85
2298,10013,3,23
2299,10013,1,61
2300,10031,1,4
2301,11216,3,2
2302,11231,2,1
2303,10011,1,33
2304,11221,1,4
2305,11216,2,19
2306,11216,1,3
2307,11216,1,6
2308,10455,3,14
2309,10455,3,13
2310,11205,1,0
2311,11206,1,1
2312,11217,4,38
2313,11231,4,45
2314,11249,1,1
2315,11231,5,30
2316,11222,1,52
2317,10003,1,153
2318,10009,3,0
2319,10022,1,89
2320,11225,1,0
2321,11249,1,46
2322,11220,4,0
2323,10038,1,100
2324,10038,1,59
2325,11206,3,177
2326,11217,2,0
2327,11222,1,0
2328,10001,1,7
2329,10025,3,0
2330,11217,1,16
2331,11106,1,15
2332,10003,1,112
2333,11249,2,10
2334,10009,1,2
2335,10016,3,0
2336,10028,3,3
2337,11420,1,0
2338,10003,1,2
2339,11211,2,9
2340,11230,1,1
2341,11216,1,41
2342,10002,3,51
2343,10009,2,0
2344,10009,1,0
2345,10012,1,15
2346,11211,1,0
2347,10009,1,0
2348,10025,2,0
2349,10038,1,2
2350,11216,2,8
2351,10023,1,0
2352,11206,1,9
2353,11222,1,0
2354,10035,1,63
2355,11221,3,116
2356,11217,2,63
2357,11238,4,4
2358,10024,1,122
2359,10075,2,116
2360,10030,1,0
2361,10001,1,0
2362,11201,1,0
2363,10003,1,31
2364,10014,2,14
2365,10014,1,8
2366,10009,2,8
2367,10037,2,7
2368,11211,1,0
2369,11222,1,14
2370,11208,5,83
2371,11211,1,9
2372,11205,1,13
2373,11205,1,15
2374,11206,1,22
2375,11206,1,13
2376,10002,1,13
2377,10014,1,4
2378,10018,1,4
2379,10024,2,36
2380,10029,1,39
2381,11238,2,0
2382,11238,1,1
2383,11249,5,0
2384,10014,1,13
2385,10014,1,29
2386,10019,4,21
2387,11206,1,8
2388,11206,1,41
2389,11206,1,30
2390,11206,1,2
2391,11211,1,3
2392,10009,1,59
2393,10009,1,17
2394,10012,1,1
2395,10014,2,71
2396,10003,1,0
2397,11205,2,4
2398,11211,1,6
2399,10003,1,0
2400,10016,1,5
2401,10002,1,20
2402,11201,2,4
2403,11249,4,1
2404,10036,1,0
2405,11249,1,1
2406,10002,2,13
2407,10010,1,9
2408,11206,1,1
2409,11216,1,2
2410,11216,1,0
2411,10029,1,6
2412,11109,1,5
2413,11205,3,1
2414,11221,3,41
2415,10009,2,8
2416,10009,2,2
2417,10030,1,1
2418,11238,1,2
2419,10022,2,0
2420,10032,6,10
2421,11211,1,0
2422,11215,2,3
2423,11215,2,0
2424,10032,2,10
2425,10032,2,12
2426,11215,2,0
2427,11222,2,13
2428,11215,2,81
2429,10002,1,0
2430,10003,1,3
2431,10014,1,0
2432,11216,5,49
2433,11216,4,13
2434,10014,1,11
2435,10026,1,39
2436,10026,2,33
2437,10026,2,6
2438,11105,1,0
2439,11211,1,73
2440,11211,1,56
2441,11238,2,0
2442,10012,1,11
2443,10012,1,37
2444,10012,1,36
2445,11217,1,10
2446,11225,4,20
2447,10001,1,16
2448,10002,3,27
2449,10009,1,1
2450,10128,3,1
2451,11222,1,4
2452,11237,1,48
2453,11237,1,3
2454,10002,1,8
2455,10002,1,66
2456,10002,1,0
2457,10009,1,85
2458,10029,1,2
2459,10029,1,84
2460,11205,2,8
2461,11211,1,50
2462,10011,1,61
2463,10012,1,30
2464,10025,2,4
2465,11226,1,7
2466,10033,1,60
2467,11206,2,3
2468,11215,2,46
2469,11226,1,9
2470,10011,1,21
2471,10012,1,32
2472,10025,3,4
2473,11220,1,0
2474,11220,1,2
2475,10032,1,0
2476,11379,1,0
2477,11427,2,21
2478,10003,2,99
2479,10013,1,121
2480,10014,1,2
2481,10019,1,1
2482,10019,1,0
2483,10011,1,39
2484,10029,1,111
2485,10030,1,0
2486,11211,1,5
2487,11211,1,2
2488,11238,3,8
2489,10009,1,6
2490,10024,2,16
2491,10028,2,5
2492,10028,4,4
2493,10012,1,45
2494,11231,1,4
2495,10003,1,4
2496,10011,1,0
2497,11231,1,0
2498,11372,1,91
2499,11231,1,0
2500,11206,1,1
2501,11211,2,2
2502,11211,1,25
2503,10002,1,1
2504,10009,1,167
2505,10025,2,0
2506,10038,2,11
2507,11231,1,31
2508,11211,2,3
2509,11213,5,5
2510,11215,1,19
2511,11104,1,2
2512,11222,1,0
2513,10033,1,0
2514,11222,1,1
2515,10002,1,16
2516,10009,1,6
2517,10009,2,3
2518,11222,1,1
2519,10031,1,2
2520,10003,2,13
2521,10009,1,98
2522,10009,2,83
2523,11693,1,6
2524,10003,2,23
2525,10016,1,10
2526,10019,2,67
2527,10005,2,52
2528,10013,1,1
2529,10031,1,44
2530,11226,1,14
2531,11238,2,52
2532,10009,1,6
2533,10014,1,33
2534,10036,2,0
2535,11215,2,10
2536,11238,1,1
2537,10003,1,87
2538,10031,2,0
2539,10031,1,183
2540,11237,1,7
2541,10003,2,2
2542,10014,1,8
2543,11238,1,10
2544,11205,1,33
2545,11206,4,9
2546,11216,2,15
2547,11216,3,13
2548,11216,3,2
2549,10003,2,4
2550,10014,1,11
2551,10003,1,4
2552,10030,1,41
2553,10002,1,12
2554,10019,2,76
2555,10006,2,8
2556,11238,2,5
2557,10002,1,53
2558,10304,1,6
2559,11217,2,7
2560,11221,3,7
2561,11231,2,0
2562,10001,1,27
2563,10009,1,14
2564,10019,4,69
2565,10036,3,106
2566,10036,2,73
2567,11221,1,21
2568,11221,1,4
2569,11221,1,5
2570,11206,1,1
2571,11211,1,11
2572,11211,2,11
2573,11211,1,5
2574,10001,2,19
2575,10009,1,17
2576,10025,1,8
2577,10033,1,7
2578,10034,1,13
2579,10280,1,29
2580,11231,1,0
2581,10001,1,14
2582,10004,1,10
2583,10031,1,17
2584,10034,1,0
2585,11385,1,0
2586,11201,1,0
2587,11201,2,56
2588,11206,2,0
2589,11225,1,3
2590,11217,10,66
2591,10011,1,19
2592,10012,2,28
2593,10016,1,20
2594,10128,2,45
2595,11201,1,2
2596,11230,1,0
2597,11201,2,0
2598,11205,1,4
2599,11211,1,25
2600,11211,1,75
2601,11222,2,2
2602,11211,1,37
2603,10003,2,46
2604,10012,2,4
2605,10022,3,69
2606,10025,1,1
2607,10036,1,0
2608,11218,1,10
2609,10009,1,25
2610,10009,1,83
2611,10012,1,57
2612,10022,2,9
2613,11106,1,3
2614,11206,1,0
2615,11211,1,5
2616,11215,2,4
2617,11222,1,5
2618,11215,3,26
2619,10014,1,1
2620,10014,1,2
2621,11221,1,31
2622,11215,1,4
2623,11222,2,0
2624,11249,1,0
2625,11206,2,11
2626,10002,1,4
2627,10022,1,23
2628,10036,1,3
2629,11206,1,6
2630,10030,1,37
2631,11201,1,22
2632,11102,1,21
2633,11222,1,44
2634,10011,1,30
2635,10014,1,0
2636,11201,3,23
2637,11201,3,69
2638,11216,1,0
2639,11238,2,2
2640,10012,1,12
2641,10022,1,39
2642,11216,2,94
2643,11216,2,78
2644,11238,1,0
2645,10001,4,9
2646,11201,1,70
2647,11211,1,2
2648,11216,3,7
2649,10011,2,9
2650,10026,1,0
2651,11216,1,16
2652,11216,1,13
2653,11216,1,21
2654,11216,1,13
2655,11216,1,15
2656,10016,1,1
2657,10019,1,0
2658,10024,1,18
2659,10024,2,18
2660,10028,5,19
2661,10028,1,2
2662,11216,2,2
2663,10002,3,9
2664,10021,1,77
2665,10021,1,3
2666,10023,2,1
2667,10023,1,0
2668,10075,1,42
2669,10012,1,6
2670,11206,1,151
2671,11238,1,27
2672,11249,1,13
2673,11211,2,1
2674,11222,2,32
2675,11237,3,113
2676,11237,3,0
2677,11249,1,189
2678,11106,1,14
2679,11237,3,65
2680,11233,1,0
2681,11237,1,2
2682,11211,1,128
2683,11211,1,102
2684,11211,1,114
2685,11237,3,19
2686,10011,1,81
2687,11237,1,13
2688,11231,1,0
2689,10014,2,62
2690,10014,4,52
2691,10028,2,43
2692,10014,6,19
2693,11216,2,0
2694,10001,1,24
2695,10011,3,112
2696,10036,1,74
2697,10036,2,28
2698,10036,1,126
2699,10038,4,0
2700,10002,1,41
2701,10028,1,1
2702,10031,2,7
2703,11103,1,5
2704,11102,1,8
2705,11221,1,31
2706,11222,2,0
2707,10017,4,26
2708,10017,2,55
2709,10022,1,11
2710,10069,1,0
2711,11222,1,10
2712,11233,1,3
2713,11233,1,3
2714,10012,1,8
2715,10012,1,3
2716,10014,2,1
2717,10031,1,2
2718,10032,1,15
2719,11211,1,0
2720,11215,2,21
2721,11217,1,0
2722,11238,1,29
2723,10128,3,2
2724,10128,2,32
2725,11211,3,9
2726,11215,1,90
2727,10002,1,9
2728,10014,2,0
2729,10026,2,6
2730,10027,3,12
2731,10027,2,39
2732,10038,1,4
2733,11221,1,5
2734,11201,1,75
2735,11211,2,42
2736,11215,1,12
2737,11216,1,0
2738,11222,1,5
2739,11222,1,0
2740,11233,1,12
2741,10002,2,1
2742,10003,1,6
2743,10012,2,21
2744,10023,2,16
2745,11216,1,0
2746,11233,1,3
2747,10002,1,26
2748,10002,1,1
2749,10002,1,78
2750,10027,1,1
2751,11213,1,2
2752,10009,1,21
2753,10011,1,5
2754,10011,1,20
2755,10023,1,3
2756,10024,1,2
2757,10032,2,0
2758,11249,1,0
2759,11222,1,66
2760,11222,1,38
2761,10128,1,0
2762,10128,1,0
2763,11215,1,27
2764,11238,4,0
2765,10003,6,175
2766,10003,3,100
2767,10003,2,140
2768,10003,3,0
2769,10003,2,23
2770,10010,2,20
2771,10010,2,5
2772,10012,1,32
2773,10019,1,13
2774,11238,2,2
2775,11215,2,120
2776,10002,1,17
2777,10003,2,7
2778,10038,1,7
2779,11201,2,5
2780,10014,1,62
2781,10075,1,0
2782,11104,1,6
2783,11211,1,1
2784,11237,1,2
2785,11106,1,0
2786,10035,1,3
2787,11238,3,3
2788,10065,3,11
2789,10065,1,85
2790,10065,1,67
2791,11211,3,2
2792,10005,1,0
2793,10010,2,1
2794,10014,1,6
2795,10014,1,2
2796,10014,1,3
2797,10036,1,6
2798,11211,1,5
2799,11211,1,2
2800,11211,1,1
2801,11211,1,1
2802,10038,1,1
2803,11215,2,3
2804,11215,2,4
2805,11216,1,0
2806,11238,1,13
2807,10019,2,0
2808,10019,1,1
2809,10075,1,32
2810,11215,1,30
2811,11216,1,17
2812,10031,1,17
2813,10128,1,34
2814,11211,4,40
2815,11215,3,9
2816,11211,2,0
2817,10004,1,14
2818,10012,1,4
2819,10014,1,8
2820,10019,2,6
2821,10023,2,53
2822,11211,1,3
2823,11211,1,0
2824,11222,1,0
2825,11238,1,14
2826,11238,1,128
2827,11101,1,0
2828,11373,1,7
2829,11211,1,0
2830,11211,1,11
2831,11222,1,1
2832,11211,3,2
2833,11206,5,12
2834,10003,2,4
2835,10012,1,0
2836,10026,1,0
2837,10065,2,13
2838,11225,1,3
2839,11206,1,32
2840,11206,1,17
2841,11206,1,12
2842,10016,1,40
2843,10031,1,71
2844,10065,1,11
2845,10018,1,12
2846,11211,2,16
2847,11216,1,110
2848,11233,2,12
2849,11249,1,8
2850,10016,2,0
2851,10075,2,106
2852,11249,1,1
2853,10002,1,18
2854,10017,1,61
2855,10021,1,4
2856,10022,1,37
2857,10022,1,0
2858,11217,2,29
2859,11231,3,21
2860,11217,3,6
2861,10002,2,23
2862,10011,1,8
2863,10014,2,7
2864,10023,1,2
2865,11217,1,2
2866,11226,1,98
2867,11226,1,93
2868,11217,4,71
2869,11222,1,1
2870,11221,1,20
2871,10001,1,0
2872,10005,1,0
2873,10128,2,9
2874,11206,2,0
2875,10014,1,0
2876,10025,1,135
2877,11211,2,84
2878,11237,3,7
2879,11231,5,2
2880,10009,1,69
2881,10028,1,8
2882,10036,2,6
2883,11237,1,1
2884,11237,1,4
2885,10010,1,48
2886,10026,1,2
2887,11101,1,2
2888,11237,3,26
2889,11249,1,12
2890,10005,1,2
