,Zipcode,Beds,Number_Of_Reviews
25110,10023,3,6
25111,10032,2,0
25112,10065,2,2
25113,10065,3,2
25114,10065,3,3
25115,10065,3,8
25116,11105,1,0
25117,11105,3,3
25118,11221,1,0
25119,10006,1,6
25120,10028,1,12
25121,11201,2,9
25122,11215,4,1
25123,11217,1,12
25124,11226,1,0
25125,11226,1,0
25126,11226,1,0
25127,11233,2,2
25128,11237,2,5
25129,10010,1,3
25130,10011,1,0
25131,10028,1,3
25132,10457,1,0
25133,11213,1,0
25134,11225,1,0
25135,11230,1,1
25136,10024,1,1
25137,10026,1,1
25138,10031,1,0
25139,10036,1,0
25140,10038,1,3
25141,11211,5,32
25142,11211,7,14
25143,11213,4,13
25144,11238,1,1
25145,11233,4,2
25146,10002,1,31
25147,10019,3,18
25148,11206,1,7
25149,11228,1,0
25150,11233,1,0
25151,11203,2,0
25152,10128,1,0
25153,11216,1,2
25154,11216,1,8
25155,10012,2,26
25156,10028,2,9
25157,10037,1,0
25158,11377,1,0
25159,10305,3,3
25160,11206,1,25
25161,11213,1,0
25162,11233,1,4
25163,11249,1,0
25164,10021,1,0
25165,10025,1,15
25166,10025,2,0
25167,10030,1,0
25168,10036,1,19
25169,11221,1,8
25170,11225,2,2
25171,11237,2,2
25172,10011,1,1
25173,10012,2,28
25174,10030,2,0
25175,10065,1,0
25176,11213,1,0
25177,10012,1,25
25178,10013,1,0
25179,11211,4,7
25180,11215,1,5
25181,11222,2,3
25182,11225,2,5
25183,10001,2,5
25184,10001,4,4
25185,10012,3,30
25186,10014,1,26
25187,10014,3,22
25188,10018,6,9
25189,10018,5,10
25190,10018,5,12
25191,10019,3,3
25192,10030,2,0
25193,10036,3,14
25194,11213,1,0
25195,11221,1,1
25196,11233,1,0
25197,10009,1,0
25198,10030,1,6
25199,11104,1,1
25200,11105,1,0
25201,11105,1,1
25202,11211,2,0
25203,11238,1,10
25204,11238,1,0
25205,10025,2,0
25206,10027,1,0
25207,11693,2,5
25208,11225,1,0
25209,11104,1,1
25210,11201,1,9
25211,11205,2,19
25212,11211,3,0
25213,11232,1,3
25214,11249,2,0
25215,11206,2,37
25216,10002,1,2
25217,10003,1,12
25218,10009,1,0
25219,10011,1,10
25220,10012,1,19
25221,10023,1,0
25222,10039,1,4
25223,10065,1,9
25224,11207,1,1
25225,11211,1,0
25226,10010,1,2
25227,10016,1,1
25228,10025,3,16
25229,10025,1,12
25230,10035,1,2
25231,11104,1,1
25232,11372,1,4
25233,11201,1,0
25234,10035,1,1
25235,11249,2,0
25236,10014,1,0
25237,11201,1,3
25238,11206,1,0
25239,11207,1,0
25240,11237,1,4
25241,10002,1,1
25242,10029,1,2
25243,10029,1,4
25244,10029,1,5
25245,10029,1,1
25246,10029,1,4
25247,11210,1,0
25248,11206,1,10
25249,11215,2,1
25250,10001,3,2
25251,10001,9,10
25252,10001,3,5
25253,10012,1,5
25254,10014,1,0
25255,10019,1,0
25256,10022,3,2
25257,10023,1,3
25258,10029,3,2
25259,10036,2,0
25260,10075,1,0
25261,10280,2,2
25262,11367,1,5
25263,11206,1,0
25264,10014,1,7
25265,10037,1,0
25266,10040,1,0
25267,11101,1,0
25268,11101,3,0
25269,10003,1,10
25270,10007,2,0
25271,10016,2,0
25272,10024,1,0
25273,10128,1,0
25274,10301,2,0
25275,10301,2,1
25276,10310,2,43
25277,11216,1,1
25278,11221,1,1
25279,11221,1,12
25280,10002,1,0
25281,10002,1,1
25282,10009,1,0
25283,11101,1,10
25284,11226,2,11
25285,10016,2,0
25286,10019,2,24
25287,11233,3,11
25288,10003,1,2
25289,10003,2,4
25290,10011,1,4
25291,10011,1,0
25292,10011,1,6
25293,10017,1,8
25294,10019,2,20
25295,10025,2,1
25296,10128,2,1
25297,10128,2,30
25298,11101,2,0
25299,11104,2,18
25300,11417,3,7
25301,10305,1,0
25302,11217,1,0
25303,11222,1,0
25304,11249,1,0
25305,11216,1,0
25306,10009,1,0
25307,10025,1,6
25308,10026,1,2
25309,11106,2,2
25310,11421,1,0
25311,11421,1,0
25312,10305,1,2
25313,11205,3,26
25314,11222,1,0
25315,10001,1,0
25316,10003,1,2
25317,11102,1,4
25318,11375,2,10
25319,11370,2,6
25320,11370,1,9
25321,11207,1,17
25322,11211,1,5
25323,11230,1,0
25324,11237,1,7
25325,10009,1,1
25326,10009,1,3
25327,10016,1,23
25328,10016,1,22
25329,10028,1,12
25330,10035,1,0
25331,11370,1,9
25332,11370,1,0
25333,10016,1,10
25334,11370,1,0
25335,11226,2,8
25336,11226,2,2
25337,10002,3,0
25338,10003,1,4
25339,10010,1,1
25340,10013,2,0
25341,10023,1,0
25342,10024,4,0
25343,10025,2,0
25344,10029,6,21
25345,10029,6,4
25346,11354,1,12
25347,11206,1,0
25348,11210,2,6
25349,10027,1,6
25350,10029,1,2
25351,10029,1,0
25352,10033,1,0
25353,11385,1,0
25354,11385,1,3
25355,11101,2,0
25356,11354,1,0
25357,11205,1,3
25358,11219,3,0
25359,11222,1,0
25360,11231,2,1
25361,10023,5,0
25362,10027,3,7
25363,10028,2,14
25364,10065,1,0
25365,11692,2,8
25366,11106,1,39
25367,11106,1,2
25368,11216,1,15
25369,11219,1,0
25370,11219,1,0
25371,10002,1,6
25372,10002,1,3
25373,10009,1,0
25374,11106,1,5
25375,11106,1,5
25376,11106,1,2
25377,11106,1,1
25378,11106,1,6
25379,11106,1,12
25380,11106,1,2
25381,11219,1,0
25382,11219,1,5
25383,11219,1,0
25384,11219,1,0
25385,11211,2,0
25386,11216,1,0
25387,11238,2,2
25388,11238,1,8
25389,10003,1,0
25390,10023,1,14
25391,10023,2,1
25392,10024,1,7
25393,10024,2,0
25394,10031,1,0
25395,10038,2,9
25396,11211,1,0
25397,11103,1,10
25398,11379,1,0
25399,11355,1,7
25400,11355,1,19
25401,11215,7,1
25402,11215,2,0
25403,10003,2,3
25404,10003,2,0
25405,10003,2,0
25406,10009,2,0
25407,10011,1,0
25408,11215,1,2
25409,11219,2,2
25410,11219,1,0
25411,11238,1,0
25412,10002,1,45
25413,10011,1,1
25414,10040,1,0
25415,11106,1,0
25416,11372,2,5
25417,11205,2,3
25418,10003,2,12
25419,10019,1,0
25420,10029,1,0
25421,10036,1,1
25422,10036,2,2
25423,10036,2,1
25424,10036,2,0
25425,11102,2,6
25426,11205,1,2
25427,10002,1,14
25428,10027,1,1
25429,10044,1,16
25430,11105,1,0
25431,10002,3,4
25432,10009,2,1
25433,10009,1,8
25434,10014,1,0
25435,10038,2,0
25436,10065,1,12
25437,10025,6,5
25438,10003,1,3
25439,10456,1,10
25440,10456,1,10
25441,11232,1,2
25442,11249,1,9
25443,10009,1,6
25444,10038,1,1
25445,10003,1,0
25446,10009,1,4
25447,7105,1,5
25448,11222,2,0
25449,11233,4,23
25450,10014,2,0
25451,10035,1,0
25452,11211,1,0
25453,11221,1,0
25454,11232,1,10
25455,11233,1,0
25456,10009,1,5
25457,10033,1,3
25458,10028,1,10
25459,10016,4,13
25460,10019,2,1
25461,10019,1,5
25462,10022,1,7
25463,10036,1,1
25464,11205,1,0
25465,11206,1,0
25466,11237,2,0
25467,10002,1,1
25468,10304,1,0
25469,11205,1,15
25470,11215,2,1
25471,11217,2,0
25472,11230,1,0
25473,10003,1,11
25474,10023,1,1
25475,10023,2,0
25476,11216,1,0
25477,10002,1,0
25478,10030,1,0
25479,11221,2,0
25480,10002,1,10
25481,10016,4,2
25482,10019,2,1
25483,10019,1,10
25484,10019,1,8
25485,10028,2,3
25486,10036,1,5
25487,10075,1,4
25488,11211,1,0
25489,11221,1,1
25490,11237,1,0
25491,10019,2,0
25492,10003,1,0
25493,10011,2,0
25494,10012,1,0
25495,10014,1,4
25496,10025,2,14
25497,10031,2,7
25498,10011,1,3
25499,10016,1,0
25500,10029,1,0
25501,10031,1,0
25502,11365,2,0
25503,11416,1,61
25504,11416,1,27
25505,10027,1,1
25506,11201,2,6
25507,11211,2,9
25508,11217,1,0
25509,11217,2,29
25510,11249,1,6
25511,10012,4,0
25512,10014,1,6
25513,10014,4,29
25514,10016,2,1
25515,10017,2,4
25516,10021,2,0
25517,10031,1,1
25518,11106,1,4
25519,11373,1,2
25520,11201,1,0
25521,11203,1,0
25522,11203,1,0
25523,11203,1,0
25524,11203,1,0
25525,11203,1,0
25526,11203,1,0
25527,11203,1,2
25528,11203,1,0
25529,11206,1,1
25530,11212,1,0
25531,11213,1,0
25532,11215,1,0
25533,11219,1,0
25534,11220,1,0
25535,11235,1,0
25536,11237,1,0
25537,11237,1,0
25538,11237,1,0
25539,11237,1,0
25540,11237,1,0
25541,11237,1,1
25542,11237,1,0
25543,11237,1,0
25544,11237,1,0
25545,11237,1,0
25546,10039,1,0
25547,11691,1,0
25548,11691,1,2
25549,11691,1,0
25550,11691,1,1
25551,11691,1,1
25552,11102,1,0
25553,11377,1,0
25554,11377,1,1
25555,11206,2,0
25556,11211,1,7
25557,11211,1,2
25558,11211,1,0
25559,11215,5,0
25560,11215,3,0
25561,11215,3,0
25562,11221,2,35
25563,11249,2,0
25564,10014,1,5
25565,10018,4,1
25566,10038,2,1
25567,10128,1,11
25568,10001,3,1
25569,11206,1,0
25570,11221,1,2
25571,11223,1,0
25572,11225,1,0
25573,11237,1,2
25574,11249,1,1
25575,10009,1,7
25576,10128,1,18
25577,11101,1,13
25578,10301,1,0
25579,11216,4,20
25580,11217,3,0
25581,11221,1,17
25582,11222,1,1
25583,11249,2,0
25584,10010,1,3
25585,10016,1,5
25586,10024,1,1
25587,11206,1,1
25588,11222,1,1
25589,10029,1,21
25590,10032,1,9
25591,10075,1,3
25592,11105,1,0
25593,11226,2,6
25594,10016,1,1
25595,10025,3,0
25596,10036,1,7
25597,10075,1,0
25598,11104,1,0
25599,11222,1,7
25600,11226,1,5
25601,11237,1,2
25602,11237,1,5
25603,10040,1,0
25604,11378,1,0
25605,11237,1,1
25606,10004,1,9
25607,10012,3,0
25608,10013,1,2
25609,10023,1,0
25610,10065,1,3
25611,10014,2,2
25612,11206,1,5
25613,11216,1,0
25614,11221,1,1
25615,10009,1,1
25616,11691,2,0
25617,10003,3,5
25618,10030,1,9
25619,10031,1,1
25620,10128,1,1
25621,10036,1,0
25622,11207,2,0
25623,11211,2,0
25624,10003,1,14
25625,10014,1,14
25626,10028,2,1
25627,11206,2,0
25628,11233,1,6
25629,10002,2,11
25630,10003,1,0
25631,11367,1,4
25632,10002,2,15
25633,10003,1,6
25634,10029,1,1
25635,10035,3,12
25636,10037,1,8
25637,10038,1,8
25638,11208,1,0
25639,10003,1,0
25640,10022,1,0
25641,10128,1,0
25642,11201,1,0
25643,10001,2,0
25644,10010,1,0
25645,10011,1,0
25646,10014,3,0
25647,10021,2,3
25648,10023,1,9
25649,10023,1,3
25650,10025,3,1
25651,10029,2,3
25652,10029,1,0
25653,10128,2,0
25654,11104,2,7
25655,11105,1,1
25656,11206,1,0
25657,11215,1,13
25658,11221,1,0
25659,11237,1,0
25660,10009,1,2
25661,10011,1,24
25662,10011,1,33
25663,10014,1,16
25664,10014,1,5
25665,10016,1,1
25666,10025,1,0
25667,10025,1,0
25668,10026,1,3
25669,10031,1,0
25670,11102,1,0
25671,11102,1,0
25672,11102,1,0
25673,11105,1,0
25674,11373,1,8
25675,11373,1,0
25676,11373,1,0
25677,11377,1,1
25678,11377,1,0
25679,11377,1,0
25680,11206,1,3
25681,10023,1,3
25682,11211,1,6
25683,11222,1,7
25684,11222,1,1
25685,10022,1,1
25686,10028,1,2
25687,10065,3,0
25688,11201,1,0
25689,11206,1,14
25690,11220,1,4
25691,11229,1,0
25692,11231,1,0
25693,10009,1,1
25694,10016,1,0
25695,10016,1,1
25696,10029,1,1
25697,11214,2,1
25698,10031,1,8
25699,10031,1,12
25700,10033,1,1
25701,11205,10,7
25702,11211,1,1
25703,11225,1,5
25704,11225,2,1
25705,11238,5,0
25706,11238,5,0
25707,11205,10,4
25708,11205,10,3
25709,11205,16,2
25710,11215,2,0
25711,10003,1,1
25712,10011,2,2
25713,10036,2,0
25714,11101,1,6
25715,11416,5,3
25716,11205,1,2
25717,11205,2,0
25718,10002,1,2
25719,10011,1,8
25720,11375,2,0
25721,10009,1,1
25722,11211,2,1
25723,11215,2,1
25724,11249,1,1
25725,10009,1,33
25726,10016,2,5
25727,10019,3,23
25728,10019,3,18
25729,10022,1,7
25730,10035,2,1
25731,10036,3,9
25732,11217,1,5
25733,10003,1,0
25734,11206,2,0
25735,11209,1,0
25736,11216,1,4
25737,11221,1,3
25738,10002,1,28
25739,10024,1,0
25740,11101,2,0
25741,11206,1,3
25742,11216,1,19
25743,11370,1,1
25744,11215,1,1
25745,10009,2,0
25746,10009,2,13
25747,10011,2,28
25748,10016,3,3
25749,10019,2,8
25750,10022,3,1
25751,10023,2,0
25752,10025,1,0
25753,10027,2,0
25754,10031,6,0
25755,10034,6,3
25756,11366,1,7
25757,10462,1,0
25758,11213,1,0
25759,11222,1,0
25760,10002,1,13
25761,10003,1,4
25762,10026,1,10
25763,10026,2,0
25764,10017,2,15
25765,11206,1,0
25766,11213,1,0
25767,11249,1,31
25768,10001,1,24
25769,10001,2,1
25770,10018,1,8
25771,10021,1,1
25772,10031,1,7
25773,10032,1,3
25774,11377,1,2
25775,11211,1,1
25776,11217,1,2
25777,11217,1,9
25778,10016,1,0
25779,10019,2,8
25780,10021,2,5
25781,10021,2,3
25782,10021,2,4
25783,10036,1,3
25784,10038,3,6
25785,10458,1,6
25786,11206,1,3
25787,11211,1,0
25788,10021,1,1
25789,10027,1,0
25790,10037,2,0
25791,10458,1,1
25792,10005,1,0
25793,11215,2,3
25794,10002,1,4
25795,10014,2,0
25796,10035,3,11
25797,11434,2,8
25798,11213,1,21
25799,11215,1,2
25800,11216,2,7
25801,11216,3,3
25802,11216,3,1
25803,11216,4,7
25804,11225,1,1
25805,11235,1,0
25806,10019,1,26
25807,10028,1,3
25808,10032,1,3
25809,10036,1,0
25810,10036,1,2
25811,11212,3,0
25812,11213,1,6
25813,11221,1,0
25814,11225,5,0
25815,10002,3,17
25816,10014,1,1
25817,10016,1,0
25818,10019,2,0
25819,10019,3,0
25820,10022,2,1
25821,10023,2,6
25822,10025,1,8
25823,10033,4,3
25824,10033,4,0
25825,10035,2,8
25826,10036,3,8
25827,11413,2,14
25828,11205,1,24
25829,11226,1,5
25830,10003,1,4
25831,10019,1,0
25832,10019,1,0
25833,10025,2,1
25834,10040,1,4
25835,11105,1,1
25836,11385,1,0
25837,11413,1,20
25838,11413,1,7
25839,10002,1,0
25840,10016,1,6
25841,10021,2,1
25842,11101,1,12
25843,11235,2,22
25844,10016,1,1
25845,10028,1,6
25846,10031,1,6
25847,10044,2,1
25848,11211,3,2
25849,10002,1,2
25850,10003,1,4
25851,10023,2,3
25852,10023,2,0
25853,10028,1,1
25854,10462,1,0
25855,11226,1,2
25856,11220,1,2
25857,11220,1,1
25858,10002,1,0
25859,10025,1,8
25860,10031,1,0
25861,10031,1,0
25862,11420,1,42
25863,10003,1,0
25864,11211,1,0
25865,11222,1,5
25866,10002,3,7
25867,10014,1,0
25868,10022,2,5
25869,10023,3,1
25870,10026,4,1
25871,10036,4,3
25872,11205,1,0
25873,11209,1,6
25874,10018,2,2
25875,10027,1,0
25876,10033,2,11
25877,11104,1,6
25878,11104,1,3
25879,11216,3,2
25880,11216,1,0
25881,11228,1,0
25882,11233,2,0
25883,10003,2,2
25884,10019,2,1
25885,10019,2,1
25886,10019,2,1
25887,10019,2,4
25888,10025,1,1
25889,10011,2,6
25890,11209,1,1
25891,11216,1,0
25892,10001,2,4
25893,10026,1,0
25894,10027,1,0
25895,10027,1,13
25896,10027,1,3
25897,10033,1,0
25898,10034,1,2
25899,11233,1,3
25900,11201,1,30
25901,11221,2,0
25902,11225,2,18
25903,11249,1,0
25904,10002,3,10
25905,10024,1,0
25906,10037,1,1
25907,11206,1,0
25908,11206,1,6
25909,11211,1,13
25910,11222,1,34
25911,11238,1,2
25912,10023,2,12
25913,10010,1,2
25914,10018,2,10
25915,10036,3,26
25916,10038,2,0
25917,11211,1,10
25918,11233,1,0
25919,10003,1,2
25920,11691,1,3
25921,11691,1,14
25922,11206,2,36
25923,11213,2,0
25924,10012,2,23
25925,10022,2,0
25926,10065,2,13
25927,11105,2,3
25928,11205,1,6
25929,10002,1,3
25930,10009,1,3
25931,10009,1,1
25932,10035,1,3
25933,11385,1,3
25934,11201,3,4
25935,11216,1,0
25936,11217,3,0
25937,11238,2,2
25938,10021,1,1
25939,11237,1,0
25940,11377,1,3
25941,11377,1,0
25942,11355,1,32
25943,11355,1,20
25944,11355,1,9
25945,11378,2,27
25946,11378,1,16
25947,11233,2,8
25948,11212,2,3
25949,11213,2,0
25950,10014,2,2
25951,10016,2,0
25952,11385,2,0
25953,11223,1,2
25954,11233,2,0
25955,11237,1,2
25956,11213,1,17
25957,11213,1,0
25958,11423,1,1
25959,11423,1,1
25960,10016,1,1
25961,11423,1,0
25962,10012,1,7
25963,10012,1,5
25964,10025,1,8
25965,10027,3,8
25966,10027,2,4
25967,10029,1,0
25968,10034,2,0
25969,11221,1,1
25970,11221,1,0
25971,11233,1,1
25972,10024,1,2
25973,10027,1,3
25974,10027,1,1
25975,10454,3,0
25976,11226,2,0
25977,10003,2,4
25978,10009,1,1
25979,10009,1,23
25980,10013,1,1
25981,10022,4,0
25982,10022,1,4
25983,11206,1,0
25984,11216,1,3
25985,11221,1,4
25986,11221,1,1
25987,11221,1,2
25988,11237,1,0
25989,11249,1,0
25990,10033,1,3
25991,10035,1,0
25992,11201,1,0
25993,11249,2,6
25994,10012,1,0
25995,10014,2,8
25996,10014,2,0
25997,10029,2,0
25998,10011,2,0
25999,11226,1,5
26000,11233,1,17
26001,11233,1,12
26002,10002,1,1
26003,10014,1,0
26004,10014,1,13
26005,10019,2,26
26006,10028,1,14
26007,10030,1,0
26008,10032,1,0
26009,10128,1,9
26010,10028,1,0
26011,11373,1,0
26012,10011,1,0
26013,10012,1,4
26014,10012,1,11
26015,10025,2,0
26016,10028,1,0
26017,10036,2,1
26018,11215,1,4
26019,11215,1,0
26020,11238,1,0
26021,11217,1,2
26022,10035,1,30
26023,10036,1,2
26024,11385,1,12
26025,11373,1,1
26026,11215,2,11
26027,11238,3,15
26028,11217,6,0
26029,11217,6,3
26030,10002,1,18
26031,10013,1,0
26032,10016,1,0
26033,10001,2,3
26034,11105,1,1
26035,11221,1,0
26036,10031,1,0
26037,10075,1,3
26038,11373,1,0
26039,11373,1,0
26040,11222,2,11
26041,10028,1,3
26042,11211,1,0
26043,11237,1,0
26044,11238,1,2
26045,10009,1,2
26046,10018,1,11
26047,10025,1,0
26048,11421,1,1
26049,11225,1,2
26050,11206,1,1
26051,10023,1,2
26052,10025,2,0
26053,10029,1,15
26054,11374,1,0
26055,11222,1,0
26056,11210,1,2
26057,11210,1,1
26058,11210,1,0
26059,10001,1,0
26060,10002,1,0
26061,10025,1,6
26062,10025,1,0
26063,10031,1,0
26064,11233,1,9
26065,11233,4,7
26066,11233,1,3
26067,11208,3,7
26068,10029,3,0
26069,10128,1,3
26070,11216,1,11
26071,10002,1,34
26072,10016,1,0
26073,10019,1,4
26074,10028,1,13
26075,11373,1,14
26076,10462,4,1
26077,10462,5,1
26078,10462,4,1
26079,10462,4,2
26080,10462,5,3
26081,11206,1,12
26082,11211,1,8
26083,11238,1,0
26084,10001,1,0
26085,10009,1,8
26086,10012,1,2
26087,10019,1,9
26088,10030,2,1
26089,10031,5,3
26090,10031,4,1
26091,10036,1,3
26092,10038,1,6
26093,11206,1,0
26094,11220,1,0
26095,10014,1,4
26096,10024,1,18
26097,10025,1,0
26098,10027,1,0
26099,10029,1,4
26100,10003,1,16
26101,11206,1,12
26102,11222,1,2
26103,10002,1,1
26104,10010,1,4
26105,10036,1,1
26106,11372,2,10
26107,10003,1,1
26108,10003,1,0
26109,10016,1,10
26110,10019,1,15
26111,10019,1,30
26112,10128,1,1
26113,11105,1,0
26114,11216,1,7
26115,11237,2,13
26116,10001,1,1
26117,10016,2,12
26118,10026,1,0
26119,10036,1,17
26120,10075,1,7
26121,11207,1,2
26122,10011,1,0
26123,10019,1,1
26124,10028,1,1
26125,11106,1,2
26126,10312,1,0
26127,11385,2,1
26128,10001,3,1
26129,10002,1,0
26130,10011,1,4
26131,10016,5,1
26132,10018,2,5
26133,10027,1,22
26134,10036,3,32
26135,10065,2,6
26136,10016,5,26
26137,11221,2,0
26138,11233,2,0
26139,10003,1,1
26140,10028,1,0
26141,10001,1,46
26142,11206,2,0
26143,11211,1,0
26144,11233,5,13
26145,11233,2,0
26146,11238,1,0
26147,11207,2,7
26148,11233,5,3
26149,10023,1,4
26150,10028,2,1
26151,10035,3,10
26152,11207,1,1
26153,11237,1,0
26154,11238,1,1
26155,10025,1,0
26156,10026,1,17
26157,10075,1,4
26158,10018,1,0
26159,10463,2,0
26160,11201,1,2
26161,11231,4,22
26162,11206,1,1
26163,11206,1,1
26164,11211,1,4
26165,10023,3,5
26166,11201,1,1
26167,11237,3,7
26168,11238,1,1
26169,10001,1,3
26170,10011,3,0
26171,10018,2,4
26172,10036,1,5
26173,10039,1,4
26174,11101,1,1
26175,10002,1,25
26176,10029,1,0
26177,10030,1,0
26178,10039,1,0
26179,11235,2,6
26180,10001,2,13
26181,10002,1,0
26182,10010,2,2
26183,10027,3,11
26184,10035,1,3
26185,10038,2,0
26186,11102,1,3
26187,11221,1,2
26188,11221,1,0
26189,11226,1,0
26190,11226,2,0
26191,11226,1,0
26192,10007,1,0
26193,10014,2,5
26194,11201,2,0
26195,11217,2,17
26196,11222,1,8
26197,10032,4,3
26198,10036,3,6
26199,10075,3,7
26200,11211,1,1
26201,11211,1,5
26202,11213,1,7
26203,11215,1,0
26204,11221,1,1
26205,11233,1,8
26206,10002,1,0
26207,10009,1,3
26208,10021,1,9
26209,10025,1,0
26210,10032,1,0
26211,11106,1,0
26212,10022,1,8
26213,10044,1,5
26214,11215,2,6
26215,11225,4,15
26216,11230,1,0
26217,11234,2,1
26218,11235,2,2
26219,10009,1,0
26220,10021,2,0
26221,10027,4,3
26222,10027,2,0
26223,10031,1,14
26224,11432,2,0
26225,11233,1,7
26226,11207,1,0
26227,11234,1,16
26228,11234,1,1
26229,11234,1,8
26230,10031,1,28
26231,11225,2,5
26232,11231,2,1
26233,11249,1,16
26234,10001,2,17
26235,10002,1,1
26236,10014,1,13
26237,10016,1,0
26238,11102,2,3
26239,11102,3,1
26240,11385,1,1
26241,10464,1,17
26242,11216,1,0
26243,11220,1,1
26244,11222,1,0
26245,11237,1,0
26246,10022,1,0
26247,10027,1,0
26248,11102,1,3
26249,10029,1,1
26250,11237,2,3
26251,11207,2,0
26252,10009,2,6
26253,10011,1,4
26254,10024,1,2
26255,10027,2,1
26256,10028,1,0
26257,11211,1,3
26258,11232,1,11
26259,11237,1,0
26260,11237,1,0
26261,11238,1,1
26262,10031,1,12
26263,10036,1,11
26264,10039,1,11
26265,11101,1,2
26266,11232,1,0
26267,11238,4,0
26268,10009,1,12
26269,10016,1,0
26270,10022,3,9
26271,10040,1,14
26272,11106,1,0
26273,11221,1,0
26274,11221,1,1
26275,11233,1,0
26276,10009,1,0
26277,10019,1,1
26278,10028,1,5
26279,11218,2,0
26280,10001,1,1
26281,10009,1,5
26282,10011,2,2
26283,10016,4,9
26284,10016,1,6
26285,10022,1,2
26286,10023,2,3
26287,10027,1,0
26288,10027,2,0
26289,10075,1,7
26290,10128,2,0
26291,10010,1,0
26292,11369,3,2
26293,11369,1,0
26294,11369,3,0
26295,11211,1,0
26296,11225,1,11
26297,11237,1,0
26298,10009,1,3
26299,10010,1,5
26300,10032,1,6
26301,10027,1,8
26302,11106,1,5
26303,11369,1,3
26304,11210,1,13
26305,11222,1,1
26306,11249,1,2
26307,10002,2,1
26308,10006,2,2
26309,10012,1,0
26310,10012,1,0
26311,11237,1,0
26312,11237,1,0
26313,11221,1,0
26314,11221,1,0
26315,10002,1,4
26316,10002,1,3
26317,10003,1,0
26318,10003,1,1
26319,10003,1,1
26320,10013,1,0
26321,10033,1,0
26322,11385,1,1
26323,11249,1,9
26324,10009,2,5
26325,10011,1,22
26326,10023,2,8
26327,10029,2,0
26328,10031,1,3
26329,11221,1,0
26330,11238,1,0
26331,10001,1,3
26332,10002,1,5
26333,10009,1,0
26334,10029,1,8
26335,10031,1,3
26336,11205,3,2
26337,10003,3,6
26338,10012,1,1
26339,10021,4,0
26340,10022,2,5
26341,10022,5,2
26342,10022,2,9
26343,11207,1,5
26344,11233,1,0
26345,10025,1,1
26346,10128,1,7
26347,11375,1,0
26348,11238,1,11
26349,11238,1,3
26350,10026,2,4
26351,10031,2,3
26352,10033,2,0
26353,10036,1,2
26354,11219,1,0
26355,11226,1,0
26356,10001,1,0
26357,10002,1,0
26358,10036,1,3
26359,10028,1,0
26360,10009,2,2
26361,10014,1,0
26362,10016,1,4
26363,10036,1,2
26364,10037,1,0
26365,10028,3,1
26366,11211,1,11
26367,11233,2,0
26368,10026,1,0
26369,10040,2,4
26370,10028,1,9
26371,10028,1,16
26372,11231,1,1
26373,11233,2,6
26374,10001,1,0
26375,10002,1,3
26376,10009,2,2
26377,10011,4,0
26378,10013,2,0
26379,10022,1,0
26380,10030,1,13
26381,11222,1,1
26382,10013,4,1
26383,10018,1,2
26384,10075,2,20
26385,10013,3,0
26386,10013,4,1
26387,10013,1,0
26388,11106,1,0
26389,10002,1,6
26390,10009,4,0
26391,10009,1,0
26392,10018,1,7
26393,10025,1,15
26394,10025,2,2
26395,10036,1,1
26396,10036,1,1
26397,11216,1,0
26398,10031,1,14
26399,10280,1,0
26400,10280,1,0
26401,10280,1,1
26402,11222,1,4
26403,11249,1,0
26404,10021,1,0
26405,10022,1,0
26406,11211,1,7
26407,11211,1,2
26408,10011,1,2
26409,10013,2,9
26410,10013,2,2
26411,10013,3,0
26412,10013,2,1
26413,10039,1,0
26414,11103,1,0
26415,10003,4,7
26416,10006,1,0
26417,10013,4,0
26418,10013,7,3
26419,10021,1,0
26420,10021,1,4
26421,10026,1,0
26422,10034,1,2
26423,10013,3,0
26424,10013,3,0
26425,11201,2,0
26426,11216,1,2
26427,10003,1,0
26428,10039,1,0
26429,10128,1,1
26430,11379,1,0
26431,10128,2,3
26432,11221,2,7
26433,11231,5,1
26434,10002,1,4
26435,10003,2,22
26436,10009,1,0
26437,10011,1,0
26438,10016,2,1
26439,10029,2,7
26440,10031,1,1
26441,10037,1,6
26442,10022,1,0
26443,10026,1,0
26444,10029,1,1
26445,11375,1,12
26446,11385,1,0
26447,10303,2,0
26448,11215,1,20
26449,10002,1,0
26450,10023,2,1
26451,10024,2,1
26452,10025,1,3
26453,10034,1,1
26454,10040,1,3
26455,11101,1,2
26456,11205,1,14
26457,11205,1,11
26458,11205,1,15
26459,11205,1,14
26460,11205,1,18
26461,11206,1,4
26462,11216,1,2
26463,11218,1,3
26464,11237,1,1
26465,10004,1,0
26466,10025,1,16
26467,11372,1,4
26468,11201,2,2
26469,10011,2,7
26470,10023,1,0
26471,10034,2,0
26472,10075,1,0
26473,11222,1,2
26474,11206,1,1
26475,10029,1,38
26476,10030,3,2
26477,10031,1,0
26478,10038,1,0
26479,11222,1,24
26480,11222,1,27
26481,11225,1,9
26482,10010,2,2
26483,10019,4,0
26484,10023,1,0
26485,10024,1,0
26486,10025,1,0
26487,10034,3,7
26488,11374,2,1
26489,11238,1,1
26490,11206,1,2
26491,11374,2,2
26492,11432,1,0
26493,11369,2,0
26494,10001,1,0
26495,10002,1,1
26496,10003,1,6
26497,10011,1,4
26498,10011,3,9
26499,10012,2,2
26500,10016,1,3
26501,10025,2,1
26502,10065,3,6
26503,10016,3,9
26504,10003,1,1
26505,10009,1,0
26506,10009,1,1
